Process Element ID,Hierarchy ID,Process Element,Metric Category,"Metric ID
",Metric Name,Formula,Units
10412,7.5,Reward and retain employees,Supplemental Information,100233,Number of vacation days per year per employee,Number of vacation days per year per employee,days
10412,7.5,Reward and retain employees,Supplemental Information,101367,"Number of monthly non-routine ""reward and retain employees"" inquiries per business entity employee","Number of non-routine inquiries received monthly for the process group ""reward and retain employees"" / Number of business entity employees",inquiries
10412,7.5,Reward and retain employees,Process Efficiency,104770,Percentage of new hire retention after 12 months,12 month retention rate for new hires,percent
10412,7.5,Reward and retain employees,Supplemental Information,101648,"Outsourced cost to perform the process group ""reward and retain employees"" as a percentage of total process group cost","Outsourced cost to perform the process group ""reward and retain employees""/Total cost to perform the process group ""reward and retain employees""*100",percent
10412,7.5,Reward and retain employees,Cost Effectiveness,108543,"Systems costs to perform the process group ""reward and retain employees"" per process group FTE","Systems cost to perform the process group ""reward and retain employees"" / Number of FTEs who perform the process group ""reward and retain employees""",dollars
10412,7.5,Reward and retain employees,Cost Effectiveness,103562,"Total cost to perform the HR function per FTE that performs the process group ""reward and retain employees""","Total cost to perform the function ""develop and manage human capital"" / Number of FTEs who perform the process group ""reward and retain employees""",dollars
10412,7.5,Reward and retain employees,Process Efficiency,101137,"Number of FTEs that perform the process group ""reward and retain employees"" per $1 billion revenue","Number of FTEs who perform the process group ""reward and retain employees"" / (Total business entity revenue * .000000001)",FTEs
10412,7.5,Reward and retain employees,Supplemental Information,100089,"Systems cost to perform the process group ""reward and retain employees"" as a percentage of total process group cost","(Percentage of internal cost to perform the process group ""reward and retain employees"" allocated to systems*Internal cost to perform the process group ""reward and retain employees"")/Total cost to perform the process group ""reward and retain employees""",percent
10412,7.5,Reward and retain employees,Process Efficiency,102606,Percentage of senior management/executive new hire retention after 12 months,Percentage of senior management/executive employees who joined in the past 12 months that are still within your business entity,percent
10412,7.5,Reward and retain employees,Staff Productivity,106205,"Number of monthly routine ""reward and retain employees"" inquiries per process group FTE","Number of routine inquiries received monthly for the process group ""reward and retain employees""  / Number of FTEs who perform the process group ""reward and retain employees""",inquiries
10412,7.5,Reward and retain employees,Cost Effectiveness,106187,Total personnel cost per business entity FTE,Personnel cost of business entity FTEs / Number of business entity FTEs,dollars
10412,7.5,Reward and retain employees,Supplemental Information,106204,"Number of total monthly ""reward and retain employees"" inquiries per business entity employee","(Number of routine inquiries received monthly for the process group ""reward and retain employees"" + Number of non-routine inquiries received monthly for the process group ""reward and retain employees"") / Number of business entity employees",inquiries
10412,7.5,Reward and retain employees,Process Efficiency,100324,Average tenure in months for business entity agents,Average tenure in months for business entity agents,months
10412,7.5,Reward and retain employees,Supplemental Information,110825,Percentage change achieved in twelve-month retention rate for new hires due to HR function automation,Percentage change achieved in twelve-month retention rate for new hires due to HR function automation,percent
10412,7.5,Reward and retain employees,Supplemental Information,100052,"Overhead cost to perform the process group ""reward and retain employees"" as a percentage of total process group cost","(Percentage of internal cost to perform the process group ""reward and retain employees"" allocated to overhead*Internal cost to perform the process group ""reward and retain employees"")/Total cost to perform the process group ""reward and retain employees""",percent
10412,7.5,Reward and retain employees,Cost Effectiveness,103894,"Total cost to perform the process group ""reward and retain employees"" per $1,000 revenue","Total cost to perform the process group ""reward and retain employees"" / (Total business entity revenue * .001)",dollars
10412,7.5,Reward and retain employees,Staff Productivity,106207,"Number of total monthly ""reward and retain employees"" inquiries per process group FTE","(Number of routine inquiries received monthly for the process group ""reward and retain employees"" + Number of non-routine inquiries received monthly for the process group ""reward and retain employees"") / Number of FTEs who perform the process group ""reward and retain employees""",inquiries
10412,7.5,Reward and retain employees,Cost Effectiveness,111052,Estimate if not using process automation - Total personnel cost per business entity FTE,Estimate if not using process automation - Personnel cost for all employees / Estimate if not using process automation - Number of business entity FTEs,dollars
10412,7.5,Reward and retain employees,Cost Effectiveness,104062,"Personnel cost to perform the process group ""reward and retain employees"" per business entity employee","Personnel cost to perform the process group ""reward and retain employees"" / Number of business entity employees",dollars
10412,7.5,Reward and retain employees,Supplemental Information,104603,"Overhead and other costs to perform the process group ""reward and retain employees"" as a percentage of total process group cost","(Internal overhead and other cost to perform the process group ""reward and retain employees"" / Total cost to perform the process group ""reward and retain employees"") * 100",percent
10412,7.5,Reward and retain employees,Staff Productivity,106202,"Number of remote business entity employees per FTE that performs the process group ""reward and retain employees""","(Percentage of total employees who are remote employees * Number of business entity employees * 0.01) / Number of FTEs who perform the process group ""reward and retain employees""",employees
10412,7.5,Reward and retain employees,Cost Effectiveness,106210,"Personnel cost to perform the process group ""reward and retain employees"" per process group FTE","Personnel cost to perform the process group ""reward and retain employees"" / Number of FTEs who perform the process group ""reward and retain employees""",dollars
10412,7.5,Reward and retain employees,Cost Effectiveness,106208,"Total cost to perform the process group ""reward and retain employees"" per process group FTE","Total cost to perform the process group ""reward and retain employees"" / Number of FTEs who perform the process group ""reward and retain employees""",dollars
10412,7.5,Reward and retain employees,Process Efficiency,102290,Percentage of middle management/specialist new hire retention after 12 months,Percentage of middle management/specialist employees who joined in the past 12 months that are still within your business entity,percent
10412,7.5,Reward and retain employees,Supplemental Information,100907,Number of days absent per employee excluding maternity and paternity leave,Number of days absent due to sickness excluding maternity and paternity leave per employee,days
10412,7.5,Reward and retain employees,Staff Productivity,106206,"Number of monthly non-routine ""reward and retain employees"" inquiries per process group FTE","Number of non-routine inquiries received monthly for the process group ""reward and retain employees""  / Number of FTEs who perform the process group ""reward and retain employees""",inquiries
10412,7.5,Reward and retain employees,Cycle Time,100299,"Response time in hours for non-routine ""reward and retain employees"" inquiries","Response time in hours for a non-routine inquiry for the process group ""reward and retain employees""",hours
10412,7.5,Reward and retain employees,Cost Effectiveness,103966,"Total cost to perform the process group ""reward and retain employees"" per business entity employee","Total cost to perform the process group ""reward and retain employees"" / Number of business entity employees",dollars
10412,7.5,Reward and retain employees,Staff Productivity,100492,"Number of business entity employees per FTE that performs the process group ""reward and retain employees""","Number of business entity employees / Number of FTEs who perform the process group ""reward and retain employees""",employees
10412,7.5,Reward and retain employees,Supplemental Information,107797,Percentage change in the new hire 12 month retention rate in the past 12 months (pre- to post-Covid),((12 month retention rate for new hires - 12 month retention rate for new hires 12 months ago (pre-Covid)) / 12 month retention rate for new hires 12 months ago (pre-Covid)) * 100,percent
10412,7.5,Reward and retain employees,Cycle Time,100302,"Response time in hours for routine ""reward and retain employees"" inquiries","Response time in hours for a routine inquiry for the process group ""reward and retain employees""",hours
10412,7.5,Reward and retain employees,Supplemental Information,101818,"Percentage of ""reward and retain employees"" inquiries received that are routine","Number of routine inquiries received monthly for the process group ""reward and retain employees"" / (Number of routine inquiries received monthly for the process group ""reward and retain employees"" + Number of non-routine inquiries received monthly for the process group ""reward and retain employees"") * 100",percent
10412,7.5,Reward and retain employees,Supplemental Information,101817,"Percentage of ""reward and retain employees"" inquiries received that are non-routine","Number of non-routine inquiries received monthly for the process group ""reward and retain employees""/(Number of routine inquiries received monthly for the process group ""reward and retain employees""+Number of non-routine inquiries received monthly for the process group ""reward and retain employees"")*100",percent
10412,7.5,Reward and retain employees,Supplemental Information,106198,"Percentage of FTEs that perform the process group ""reward and retain employees"" that are senior management / executive level","(Number of senior management/executive FTEs who perform the process group ""reward and retain employees"" / Number of FTEs who perform the process group ""reward and retain employees"") * 100",percent
10412,7.5,Reward and retain employees,Supplemental Information,101403,"Number of monthly routine ""reward and retain employees"" inquiries per business entity employee","Number of routine inquiries received monthly for the process group ""reward and retain employees"" / Number of business entity employees",inquiries
10412,7.5,Reward and retain employees,Supplemental Information,106200,"Percentage of FTEs that perform the process group ""reward and retain employees"" that are operational workers/office staff","(Number of operational worker/office staff FTEs who perform the process group ""reward and retain employees"" / Number of FTEs who perform the process group ""reward and retain employees"") * 100",percent
10498,7.5.1.1,Develop salary/compensation structure and plan,Cost Effectiveness,106150,"Personnel cost (for store, inventory transportation, and inventory warehousing retail employees) to net sales revenue ratio","Total personnel cost for employees in retail stores, retail inventory transportation, and retail inventory warehousing / Total business entity revenue",dollars
10497,7.5.4,Administer Payroll,Staff Productivity,100490,Number of business entity employees per FTE that performs payroll administration activities,Number of business entity employees / Number of FTEs who perform payroll administrative activities (exclude the activities for processing and distributing payments),employees
10497,7.5.4,Administer Payroll,Process Efficiency,101082,Number of FTEs that perform payroll administration activities per $1 billion revenue,Number of FTEs who perform payroll administrative activities (exclude the activities for processing and distributing payments) / (Total business entity revenue * 0.000000001),FTEs
10497,7.5.4,Administer Payroll,Cost Effectiveness,104047,Internal cost to perform payroll administration activities per business entity employee,Internal cost for payroll administration / Number of business entity employees,dollars
10497,7.5.4,Administer Payroll,Cost Effectiveness,104046,"Internal cost to perform payroll administration activities per $1,000 revenue",Internal cost for payroll administration / (Total business entity revenue * 0.001),dollars
10413,7.6,Redeploy and retire employees,Staff Productivity,106460,"Number of remote business entity employees per FTE that performs the process group ""redeploy and retire employees""","(Percentage of total employees who are remote employees * Number of business entity employees * 0.01) / Number of FTEs who perform the process group ""redeploy and retire employees""",employees
10413,7.6,Redeploy and retire employees,Supplemental Information,100041,"Other cost to perform the process group ""redeploy and retire employees"" as a percentage of total process group cost","(Percentage of internal cost to perform the process group ""redeploy and retire employees"" allocated to costs other than personnel, systems, and overhead*Internal cost to perform the process group ""redeploy and retire employees"")/Total cost to perform the process group ""redeploy and retire employees""",percent
10413,7.6,Redeploy and retire employees,Staff Productivity,101276,"Number of internal hires per ""redeploy and retire employees"" FTE","Number of vacancies filled by internal candidates / Number of FTEs who perform the process group ""redeploy and retire employees""",internal hires
10413,7.6,Redeploy and retire employees,Cost Effectiveness,103878,"Total cost to perform the process group ""redeploy and retire employees"" per $1,000 revenue","Total cost to perform the process group ""redeploy and retire employees"" / (Total business entity revenue * 0.001)",dollars
10413,7.6,Redeploy and retire employees,Supplemental Information,101654,"Outsourced cost to perform the process group ""redeploy and retire employees"" as a percentage of total process group cost","(Outsourced cost to perform the process group ""redeploy and retire employees"" / Total cost to perform the process group ""redeploy and retire employees"") * 100",percent
10413,7.6,Redeploy and retire employees,Supplemental Information,100058,"Overhead cost to perform the process group ""redeploy and retire employees"" as a percentage of total process group cost","(Percentage of internal cost to perform the process group ""redeploy and retire employees"" allocated to overhead*Internal cost to perform the process group ""redeploy and retire employees"")/Total cost to perform the process group ""redeploy and retire employees""",percent
10413,7.6,Redeploy and retire employees,Staff Productivity,111645,Percentage of employee re-deployment decisions attributed to the use of or strategy to pursue AI,535.0700,percent
10413,7.6,Redeploy and retire employees,Supplemental Information,110830,Percentage change achieved in vacancies filled by internal candidates due to HR function automation,Percentage change achieved in vacancies filled by internal candidates due to HR function automation,percent
10413,7.6,Redeploy and retire employees,Staff Productivity,111646,Percentage of employee termination decisions attributed to the use of or strategy to pursue AI,535.0710,percent
10413,7.6,Redeploy and retire employees,Cost Effectiveness,103962,"Total cost to perform the process group ""redeploy and retire employees"" per business entity employee","Total cost to perform the process group ""redeploy and retire employees"" / Number of business entity employees",dollars
10413,7.6,Redeploy and retire employees,Cost Effectiveness,108043,"Total cost to perform the process group ""redeploy and retire employees"" per process group FTE","Total cost to perform the process group ""redeploy and retire employees"" / Number of FTEs who perform the process group ""redeploy and retire employees""",dollars
10413,7.6,Redeploy and retire employees,Cost Effectiveness,104061,"Personnel cost to perform the process group ""redeploy and retire employees"" per $1,000 revenue","Personnel cost to perform the process group ""redeploy and retire employees"" / (Total business entity revenue * 0.0010)",dollars
10413,7.6,Redeploy and retire employees,Cost Effectiveness,108042,"Systems cost to perform the process group ""redeploy and retire employees"" per $100,000 revenue","Systems cost to perform the process group ""redeploy and retire employees"" / (Total business entity revenue * .00001)",dollars
10413,7.6,Redeploy and retire employees,Process Efficiency,103116,Employee turnover rate,((Number of voluntary employee terminations + Number of involuntary employee terminations) / Number of business entity employees) * 100.0,percent
10413,7.6,Redeploy and retire employees,Supplemental Information,100072,"Personnel cost to perform the process group ""redeploy and retire employees"" as a percentage of total process group cost","(Personnel cost to perform the process group ""redeploy and retire employees"" / Total cost to perform the process group ""redeploy and retire employees"") * 100.0",percent
10413,7.6,Redeploy and retire employees,Process Efficiency,101124,"Number of FTEs that perform the process group ""redeploy and retire employees"" per $1 billion revenue","Number of FTEs who perform the process group ""redeploy and retire employees"" / (Total business entity revenue * 0.000000001)",FTEs
10413,7.6,Redeploy and retire employees,Staff Productivity,100491,"Number of business entity employees per FTE that performs the process group ""redeploy and retire employees""","Number of business entity employees / Number of FTEs who perform the process group ""redeploy and retire employees""",employees
10413,7.6,Redeploy and retire employees,Cost Effectiveness,104075,"Personnel cost to perform the process group ""redeploy and retire employees"" per business entity employee","Personnel cost to perform the process group ""redeploy and retire employees"" / Number of business entity employees",dollars
10413,7.6,Redeploy and retire employees,Supplemental Information,100095,"Systems cost to perform the process group ""redeploy and retire employees"" as a percentage of total process group cost","(Systems cost to perform the process group ""redeploy and retire employees"" / Total cost to perform the process group ""redeploy and retire employees"") * 100.0",percent
10413,7.6,Redeploy and retire employees,Cost Effectiveness,103561,"Total cost to perform the HR function per FTE that performs the process group ""redeploy and retire employees""","Total cost to perform the function ""develop and manage human capital"" / Number of FTEs who perform the process group ""redeploy and retire employees""",dollars
10413,7.6,Redeploy and retire employees,Cost Effectiveness,108040,"Overhead and other costs to perform the process group ""redeploy and retire employees"" per $100,000 revenue","(Overhead cost to perform the process group ""redeploy and retire employees"" + Costs other than personnel, systems, overhead, and outsourced to perform the process group ""redeploy and retire employees"") / (Total business entity revenue * .00001)",dollars
10413,7.6,Redeploy and retire employees,Cost Effectiveness,106346,"Outsourced cost to perform the process group ""redeploy and retire employees"" per $1,000 revenue","Outsourced cost to perform the process group ""redeploy and retire employees"" / (Total business entity revenue * 0.001)",dollars
10413,7.6,Redeploy and retire employees,Cost Effectiveness,108041,"Personnel cost to perform the process group ""redeploy and retire employees"" per process group FTE","Personnel cost to perform the process group ""redeploy and retire employees"" / Number of FTEs who perform the process group ""redeploy and retire employees""",dollars
10413,7.6,Redeploy and retire employees,Supplemental Information,104714,"Overhead and other cost to perform the process group ""redeploy and retire employees"" as a percentage of total process group cost","(Overhead and other cost to perform the process group ""redeploy and retire employees"" / Total cost to perform the process group ""redeploy and retire employees"") * 100",percent
10513,7.6.2,Manage separation,Cycle Time,100527,Cycle time in days from identification of need for repatriation to date of transfer,Cycle time in days to process a repatriation from identification of need for repatriation to date of transfer,days
10513,7.6.2,Manage separation,Supplemental Information,102616,Percentage of total voluntary terminations that are senior management/executives,(Number of voluntary employee terminations for senior management/executive employees / Number of voluntary employee terminations)*100,percent
10513,7.6.2,Manage separation,Supplemental Information,110712,Voluntary turnover rate for operational worker/office staff employees,Voluntary turnover rate for operational worker/office staff employees,percent
10513,7.6.2,Manage separation,Supplemental Information,102818,Percentage of the work force that are expatriates,Percentage of business entity's work force that are expatriates,percent
10513,7.6.2,Manage separation,Supplemental Information,111094,Estimate if not using process automation - Involuntary turnover rate for middle management/specialist employees,Estimate if not using process automation - Involuntary turnover rate for middle management/specialist employees,percent
10513,7.6.2,Manage separation,Cycle Time,100523,Cycle time in days for processing an employee's retirement,Cycle time in days to process an employee's retirement,days
10513,7.6.2,Manage separation,Process Efficiency,100021,Agent voluntary attrition rate,Agent voluntary attrition rate,percent
10513,7.6.2,Manage separation,Supplemental Information,102800,Percentage of vacancies filled by internal candidates for operational workers/office staff,(Number of operational worker/office staff employee vacancies filled by internal candidates / Number of vacancies filled by internal candidates)*100,percent
10513,7.6.2,Manage separation,Supplemental Information,102168,Percentage of total involuntary terminations that are operational workers/office staff,(Number of involuntary employee terminations for operational worker/office staff employees / Number of involuntary employee terminations)*100,percent
10513,7.6.2,Manage separation,Supplemental Information,111090,Estimate if not using process automation - Voluntary turnover rate for middle management/specialist employees,Estimate if not using process automation - Voluntary turnover rate for middle management/specialist employees,percent
10513,7.6.2,Manage separation,Supplemental Information,107801,Percentage change in the total number of voluntary employee terminations in the past 12 months (pre- to post-Covid),((Number of voluntary employee terminations - Total number of voluntary terminations 12 months ago (pre-Covid)) / Total number of voluntary terminations 12 months ago (pre-Covid)) * 100,percent
10513,7.6.2,Manage separation,Supplemental Information,102798,Percentage of vacancies filled by internal candidates for middle management/specialists,(Number of middle management/specialist employee vacancies filled by internal candidates / Number of vacancies filled by internal candidates)*100,percent
10513,7.6.2,Manage separation,Supplemental Information,106245,Involuntary terminations as a percentage of total business entity employee turnover,(Number of involuntary employee terminations / (Number of voluntary employee terminations + Number of involuntary employee terminations)) * 100,percent
10513,7.6.2,Manage separation,Supplemental Information,110713,Involuntary turnover rate for operational worker/office staff employees,Involuntary turnover rate for operational worker/office staff employees,percent
10513,7.6.2,Manage separation,Supplemental Information,110717,Involuntary turnover rate for senior management/executive employees,(Number of involuntary employee terminations for senior management/executive employees / Number of senior management/executive employees) * 100,percent
10513,7.6.2,Manage separation,Supplemental Information,106244,Voluntary terminations as a percentage of total business entity employee turnover,(Number of voluntary employee terminations / (Number of voluntary employee terminations + Number of involuntary employee terminations)) * 100,percent
10513,7.6.2,Manage separation,Supplemental Information,110716,Voluntary turnover rate for senior management/executive employees,(Number of voluntary employee terminations for senior management/executive employees / Number of senior management/executive employees) * 100,percent
10513,7.6.2,Manage separation,Supplemental Information,110714,Voluntary turnover rate for middle management/specialist employees,Voluntary turnover rate for middle management/specialist employees,percent
10513,7.6.2,Manage separation,Supplemental Information,102802,Percentage of vacancies filled by internal candidates for senior management/executives,Percentage of senior management/executive vacancies at your business entity that are filled by internal candidates,percent
10513,7.6.2,Manage separation,Cycle Time,100579,Cycle time in days from request for internal transfer to completion of transfer,Cycle time in days for the internal transfer process,days
10513,7.6.2,Manage separation,Supplemental Information,108540,Temporary layoffs as a percentage of total business entity employees,(Number of temporary layoffs / Number of business entity employees) * 100,percent
10513,7.6.2,Manage separation,Supplemental Information,108539,Average furlough duration in calendar days,Average furlough duration in calendar days (incl. weekends),days
10513,7.6.2,Manage separation,Supplemental Information,111096,Estimate if not using process automation - Involuntary turnover rate for operational worker/office staff employees,Estimate if not using process automation - Involuntary turnover rate for operational worker/office staff employees,percent
10513,7.6.2,Manage separation,Process Efficiency,101293,Involuntary terminations as a percentage of total business entity employees,(Number of involuntary employee terminations / Number of business entity employees) * 100,percent
10513,7.6.2,Manage separation,Supplemental Information,108538,Furloughs without pay as a percentage of total business entity employees,(Number of employee furloughs without pay / Number of business entity employees) * 100,percent
10513,7.6.2,Manage separation,Supplemental Information,111092,Estimate if not using process automation - Voluntary turnover rate for operational worker/office staff employees,Estimate if not using process automation - Voluntary turnover rate for operational worker/office staff employees,percent
10513,7.6.2,Manage separation,Supplemental Information,110715,Involuntary turnover rate for middle management/specialist employees,Involuntary turnover rate for middle management/specialist employees,percent
10513,7.6.2,Manage separation,Supplemental Information,102300,Percentage of total voluntary terminations that are middle management/specialists,(Number of voluntary employee terminations for middle management/specialist employees / Number of voluntary employee terminations)*100,percent
10513,7.6.2,Manage separation,Process Efficiency,101431,Voluntary terminations as a percentage of total business entity employees,(Number of voluntary employee terminations/Number of business entity employees)*100,percent
10513,7.6.2,Manage separation,Cycle Time,100577,Cycle time in days from receipt of leave of absence request to confirmation of approval/non-approval issued to employee,Cycle time in days from request for leave of absence to confirmation of absence to employee,days
10513,7.6.2,Manage separation,Supplemental Information,102170,Percentage of total involuntary terminations that are senior management/executives,(Number of involuntary employee terminations for senior management/executive employees / Number of involuntary employee terminations)*100,percent
10513,7.6.2,Manage separation,Supplemental Information,108537,Furloughs with pay as a percentage of total business entity employees,(Number of employee furloughs with pay / Number of business entity employees) * 100,percent
10513,7.6.2,Manage separation,Process Efficiency,100019,Agent involuntary attrition rate,Agent involuntary attrition rate,percent
10513,7.6.2,Manage separation,Supplemental Information,104718,Percentage of total vacancies filled by internal candidates,Percentage of vacancies at your business entity filled by internal candidates,percent
10513,7.6.2,Manage separation,Supplemental Information,102814,Percentage of total voluntary terminations that are operational workers/office staff,(Number of voluntary employee terminations for operational worker/office staff employees / Number of voluntary employee terminations)*100,percent
10513,7.6.2,Manage separation,Supplemental Information,102166,Percentage of total involuntary terminations that are middle management/specialists,(Number of involuntary employee terminations for middle management/specialist employees / Number of involuntary employee terminations)*100,percent
10513,7.6.2,Manage separation,Cost Effectiveness,104147,Total relocation expenses as a percentage of total cost of continuing operations,(Total cost of relocation expenses paid to employees / Total costs of continuing operations)*100,percent
17056,7.7,Manage employee information and analytics,Cost Effectiveness,109331,"Personnel cost to perform the process group ""manage employee information and analytics"" per process group FTE","Personnel cost to perform the process group ""manage employee information and analytics"" / Number of FTEs who perform the process group ""manage employee information and analytics""",dollars
17056,7.7,Manage employee information and analytics,Process Efficiency,106364,"Number of FTEs that perform the process group ""manage employee information and analytics"" per $1 billion revenue","Number of FTEs who perform the process group ""manage employee information and analytics"" / (Total business entity revenue * 0.000000001)",FTEs
17056,7.7,Manage employee information and analytics,Supplemental Information,106388,"Personnel cost to perform the process group ""manage employee information and analytics"" as a percentage of total process group cost","(Personnel cost to perform the process group ""manage employee information and analytics"" / Total cost to perform the process group ""manage employee information and analytics"") * 100.0",percent
17056,7.7,Manage employee information and analytics,Supplemental Information,106402,"Percentage of ""manage employee information and analytics"" inquiries received via channels other than e-mail, phone, and face-to-face","Percentage of inquiries received monthly for the process group ""manage employee information and analytics"" via channels other than e-mail, phone, and face-to-face interaction",percent
17056,7.7,Manage employee information and analytics,Supplemental Information,106389,"Systems cost to perform the process group ""manage employee information and analytics"" as a percentage of total process group cost","(Systems cost to perform the process group ""manage employee information and analytics"" / Total cost to perform the process group ""manage employee information and analytics"") * 100.0",percent
17056,7.7,Manage employee information and analytics,Supplemental Information,106390,"Overhead cost to perform the process group ""manage employee information and analytics"" as a percentage of total process group cost","(Overhead cost to perform the process group ""manage employee information and analytics"" / Total cost to perform the process group ""manage employee information and analytics"") * 100",percent
17056,7.7,Manage employee information and analytics,Staff Productivity,106363,"Number of business entity employees per FTE that performs the process group ""manage employee information and analytics""","Number of business entity employees / Number of FTEs who perform the process group ""manage employee information and analytics""",employees
17056,7.7,Manage employee information and analytics,Cost Effectiveness,111106,"Total cost to perform the process group ""manage employee information and analytics"" per process group FTE","Total cost to perform the process group ""manage employee information and analytics"" / Number of FTEs who perform the process group ""manage employee information and analytics""",dollars
17056,7.7,Manage employee information and analytics,Staff Productivity,106461,"Number of remote business entity employees per FTE that performs the process group ""manage employee information and analytics""","(Percentage of total employees who are remote employees * Number of business entity employees * 0.01) / Number of FTEs who perform the process group ""manage employee information and analytics""",employees
17056,7.7,Manage employee information and analytics,Supplemental Information,106400,"Percentage of ""manage employee information and analytics"" inquiries received via phone","Percentage of inquiries received monthly for the process group ""manage employee information and analytics"" via phone",percent
17056,7.7,Manage employee information and analytics,Supplemental Information,106391,"Other cost to perform the process group ""manage employee information and analytics"" as a percentage of total process group cost","(Costs other than personnel, systems, overhead, and outsourced to perform the process group ""manage employee information and analytics"" / Total cost to perform the process group ""manage employee information and analytics"") * 100",percent
17056,7.7,Manage employee information and analytics,Supplemental Information,106401,"Percentage of ""manage employee information and analytics"" inquiries received via face-to-face","Percentage of inquiries received monthly for the process group ""manage employee information and analytics"" via face-to-face interaction",percent
17056,7.7,Manage employee information and analytics,Supplemental Information,106463,"Overhead and other costs of the process group ""manage employee information and analytics"" as a percentage of the total process group cost","(Overhead and other cost to perform the process group ""manage employee information and analytics"" / Total cost to perform the process group ""manage employee information and analytics"") * 100",percent
17056,7.7,Manage employee information and analytics,Supplemental Information,106399,"Percentage of ""manage employee information and analytics"" inquiries received via e-mail","Percentage of inquiries received monthly for the process group ""manage employee information and analytics"" via e-mail",percent
17056,7.7,Manage employee information and analytics,Supplemental Information,106392,"Outsourced cost to perform the process group ""manage employee information and analytics"" as a percentage of total process group cost","(Outsourced cost to perform the process group ""manage employee information and analytics"" / Total cost to perform the process group ""manage employee information and analytics"") * 100",percent
17056,7.7,Manage employee information and analytics,Cost Effectiveness,106380,"Total cost to perform the process group ""manage employee information and analytics"" per $1,000 revenue","Total cost to perform the process group ""manage employee information and analytics"" / (Total business entity revenue * 0.001)",dollars
10522,7.7.1,Manage reporting processes,Process Efficiency,106417,"Number of FTEs that perform the process ""manage reporting processes"" per $1 billion revenue","(Percentage of process group ""manage employee information"" FTEs who perform the process ""manage reporting processes"" * Number of FTEs who perform the process group ""manage employee information"" * 0.01) / (Total business entity revenue * 0.000000001)",FTEs
10523,7.7.2,Manage employee inquiry process,Cycle Time,100325,Cycle time in calendar days to fulfill an ad hoc information request,Cycle time in days for HR function to fulfill an ad hoc information request,days
21447,7.7.8,Implement workforce analytics,Supplemental Information,111739,"Supply chain personnel turnover rate, as a percentage of total supply chain workforce ","Most recent annual supply chain personnel turnover rate, as a percentage of total supply chain workforce ",percent
21451,7.8,Manage employee communication,Cost Effectiveness,106403,"Total cost to perform the process group ""manage employee communication"" per $1,000 revenue","Total cost to perform the process group ""manage employee communication"" / (Total business entity revenue * 0.001)",dollars
21451,7.8,Manage employee communication,Cost Effectiveness,106405,"Systems cost to perform the process group ""manage employee communication"" per $100,000 revenue","Systems cost to perform the process group ""manage employee communication"" / (Total business entity revenue * 0.000010)",dollars
21451,7.8,Manage employee communication,Cost Effectiveness,106404,"Personnel cost to perform the process group ""manage employee communication"" per $1,000 revenue","Personnel cost to perform the process group ""manage employee communication"" / (Total business entity revenue * 0.0010)",dollars
21451,7.8,Manage employee communication,Cost Effectiveness,106406,"Overhead cost to perform the process group ""manage employee communication"" per $100,000 revenue","Overhead cost to perform the process group ""manage employee communication"" / (Total business entity revenue * 0.000010)",dollars
21451,7.8,Manage employee communication,Process Efficiency,106358,"Number of FTEs that perform the process group ""manage employee communication"" per $1 billion revenue","Total number of FTEs that perform the process group ""manage employee communication"" / (Total business entity revenue * 0.000000001)",FTEs
16944,7.8.2,Conduct employee engagement surveys,Staff Productivity,111765,Net promoter score (NPS) for supply chain employees,Net promoter score (NPS) for supply chain employees,NPS score
20607,8.0,Manage Information Technology (IT),Staff Productivity,107536,Number of lines of code maintained each year per application maintenance FTE,Number of lines of code that are maintained each year per application maintenance FTE,lines of code
20607,8.0,Manage Information Technology (IT),Supplemental Information,107909,"Percentage of total IT internal personnel cost, excluding depreciation/amortization, allocated to infrastructure",Percentage of total IT internal personnel cost allocated to infrastructure,percent
20607,8.0,Manage Information Technology (IT),Supplemental Information,107923,Annual revenue impact through investment in robotic process automation,Annual revenue impact through investment in robotic process automation,percent
20607,8.0,Manage Information Technology (IT),Process Efficiency,107549,Percentage of application-related incidents that are high severity,Percentage of application-related incidents that are high severity,percent
20607,8.0,Manage Information Technology (IT),Supplemental Information,107879,Percentage of internal IT employees outside of the IT function in other business units,Percentage of internal IT employees outside of the IT function in other business units,percent
20607,8.0,Manage Information Technology (IT),Cost Effectiveness,107548,Business cost of adverse application events in production as a percentage of revenue,Annual business cost of adverse application events in production as a percentage of revenue,percent
20607,8.0,Manage Information Technology (IT),Cycle Time,107552,Minutes to resolution for application-related incidents of high severity,Average minutes to resolution for high-severity incidents,minutes
20607,8.0,Manage Information Technology (IT),Supplemental Information,107514,Percentage of application-related IT cost allocated to operating cost,Percentage of application-related IT cost that is operating cost,percent
20607,8.0,Manage Information Technology (IT),Process Efficiency,100970,Number of FTEs that perform IT development and maintenance per $1 billion revenue,"(Number of FTEs who perform the function ""manage information technology"" (internal and external) * (Percentage of IT FTEs performing the process area ""Manage enterprise information"" + Percentage of IT FTEs performing the process group ""develop and maintain information technology solutions"")*.01) / (Total business entity revenue * 0.0000000010)",FTEs
20607,8.0,Manage Information Technology (IT),Supplemental Information,107511,Percentage of total application-related headcount that is allocated part-time and not full time,Percentage of application-related headcount that is fractionally (part-time) allocated,percent
